DEPTH_m,LATITUDE,LONGITUDE,FM_ID
999999,-38.36022505,-68.74481118,24
3335,-38.36283497,-68.67829814,19
3303,-38.37616312,-68.71081828,21
3185,-38.38620197,-68.77716969,13
3403,-38.38763243,-68.62007124,4
3240,-38.41777654,-68.68031768,13
3480,-38.41643523,-68.61346128,21
3592,-38.39897992,-68.74055562,21
3071,-38.39133191,-68.72367634,19
2496,-38.40049443,-68.78248961,19
3414,-38.42053094,-68.81882385,13
3501,-38.39862474,-68.76628469,19
2473,-38.42842832,-68.74099338,19
2937,-38.43890648,-68.76370302,21
3324,-38.44317725,-68.65799244,19
2870,-38.45730077,-68.79487692,21
3110,-38.44709197,-68.72696729,13
3199,-38.45793196,-68.61917415,21
3207,-38.48593495,-68.62879641,21
3393,-38.46211156,-68.78816828,21
3175,-38.50339539,-68.69389841,21
5225,-38.46046722,-68.78633989,21
2550,-38.7090579,-68.80505981,13
2650,-38.71300487,-68.81473492,13
2455,-38.71358298,-68.82614663,13
2401,-38.70958881,-68.83796999,13
2260,-38.70289879,-68.8544444,13
2450,-38.70536755,-68.84793448,13
2355,-38.71014851,-68.87314053,13
2400,-38.70561105,-68.88901624,19
999999,-38.70915131,-68.89162562,24
999999,-38.7155845,-68.89133088,24
3765,-38.7329894,-68.95285009,16
3785,-38.74965903,-68.94225387,13
3809,-38.73503963,-68.89821287,10
3600,-38.74287829,-68.89506056,10
2650,-38.71861468,-68.76664791,13
2050,-38.77640274,-68.90153896,13
2034,-38.77057691,-68.92748755,13
2003,-38.78058514,-68.93760049,13
2055,-38.78138083,-68.91916453,13
2339,-38.77385954,-68.88369364,13
2474,-38.77229749,-68.86266003,13
2200,-38.78556009,-68.89047066,13
2000,-38.76954696,-68.97209351,13
1996,-38.77182595,-68.99110587,13
1800,-38.78065606,-68.98707024,13
2101,-38.77866168,-68.95507733,13
1891,-38.78853666,-68.97171297,13
1604,-38.78981461,-69.01114631,13
1914,-38.78347498,-69.02397408,13
1904,-38.78811546,-69.00249556,13
1997,-38.77423005,-69.02343663,13
2150,-38.7650389,-69.02331534,13
2150,-38.76558959,-69.00630412,13
2101,-38.7667904,-69.03856187,13
5054,-38.76275594,-69.03256081,24
3264,-38.43274964,-68.67730529,21
1365,-37.33235691,-69.31990351,0
2800,-38.7128333,-68.91097855,10
2397,-38.71537065,-68.92239146,13
1843,-37.13705754,-69.66496392,9
3168,-38.47762632,-68.66593853,21
3200,-38.47090054,-68.66000781,21
2519,-38.73738065,-68.84689923,13
2500,-38.77060314,-68.77782696,13
2500,-38.72763309,-68.84063419,13
2500,-38.76218863,-68.79812365,13
2357,-38.75385852,-68.81521656,13
2375,-38.76586856,-68.77143364,13
2377,-38.75855643,-68.78422483,13
2499,-38.73934447,-68.82365167,13
2550,-38.78908108,-68.81737769,13
2009,-38.77733795,-69.00262972,13
999999,-38.78981461,-69.01114631,24
810,-38.75471088,-69.00474388,20
999999,-37.34039006,-69.26124885,24
999999,-38.72829769,-68.88922808,24
999999,-38.71089003,-68.84860104,24
1311,-37.2229175,-69.19987818,7
1328,-37.25168287,-69.20819848,15
2800,-38.68645384,-68.78073362,13
2712,-38.69400088,-68.77973335,13
2310,-37.64596721,-68.68313948,4
1857,-37.63522846,-68.70469196,14
999999,-37.68844426,-68.86032953,24
2106,-38.7220442,-68.93799846,13
2497,-38.72386524,-68.8647399,13
2300,-38.69677168,-68.85497465,13
2330,-38.71433868,-68.93824919,13
1851,-38.74277534,-68.93786211,13
2204,-38.74615654,-69.01850897,4
2198,-38.74939909,-68.89559911,13
863,-37.28298115,-69.18121414,20
872,-37.29441134,-69.18512722,20
860,-37.30800571,-69.17566112,20
1160,-37.31771755,-69.17136225,0
1435,-37.31946729,-69.18168303,0
1380,-37.27546589,-69.18975781,0
1395,-37.26542711,-69.22356765,0
1004,-37.26531788,-69.22357784,0
1534,-37.26946953,-69.15580261,0
1340,-37.27735595,-69.19925658,0
1320,-37.28182485,-69.21702765,9
1360,-37.27333086,-69.22035804,0
1320,-37.2760522,-69.22774913,0
1295,-37.26732407,-69.16510808,0
1668,-37.27028998,-69.18528956,0
1350,-37.2793431,-69.22249719,0
1430,-37.31003781,-69.16498174,20
1306,-37.28335511,-69.2019815,0
1402,-37.29365691,-69.21274141,0
1083,-37.29354194,-69.21262766,0
1380,-37.29002366,-69.2079475,0
1994,-38.77908665,-69.03958333,13
2118,-38.88704861,-69.19682608,2
850,-38.89356689,-69.2003559,13
774,-38.89235159,-69.19025243,13
1794,-38.88844615,-69.17268946,13
1037,-38.89720626,-69.17172191,13
1403,-38.88972787,-69.21076994,13
827,-38.89883909,-69.21789243,13
717,-38.90226312,-69.20936395,13
741,-38.90950138,-69.21101157,13
742,-38.91256985,-69.21809322,13
749,-38.91469766,-69.21603483,13
788,-38.91526365,-69.22170267,13
866,-38.90401808,-69.1897248,13
1578,-38.90147732,-69.17858565,2
1413,-38.90189378,-69.15630801,2
1165,-38.91255726,-69.17473894,13
1300,-38.9042248,-69.14829585,13
617,-38.92309409,-69.14629374,13
1231,-38.92003813,-69.13810876,13
1500,-38.93218092,-69.13690019,16
1400,-38.92226491,-69.12252232,2
1155,-38.91778124,-69.16928242,2
1924,-38.92761759,-69.16856907,13
1125,-38.92071072,-69.18485789,13
1645,-38.93157187,-69.18991722,13
1564,-38.9225131,-69.20299591,13
789,-38.91657579,-69.21796184,13
1600,-38.91904537,-69.2150955,13
830,-38.92614905,-69.22756245,13
1600,-38.93599657,-69.15095623,13
1100,-37.3289805,-69.06350007,0
1250,-37.24456943,-69.20647116,0
1660,-37.28392764,-69.30934006,0
2947,-38.13514658,-68.33273339,22
2871,-38.16107127,-68.28847789,22
1114,-37.38308486,-69.35012255,7
1304,-37.37535322,-69.28314716,9
2090,-38.83609538,-69.26053298,7
1299,-38.90944649,-69.16371596,2
1608,-38.90252178,-69.16993206,2
1571,-38.90051093,-69.16707119,2
834,-38.89634719,-69.21251713,13
924,-38.89553677,-69.19231183,13
1620,-37.17363175,-69.65627483,9
999999,-37.38290564,-69.33738513,24
1385,-37.38070862,-69.21442966,9
1427,-37.38836508,-69.31922752,0
1450,-37.39291894,-69.33066044,9
1154,-38.89274767,-69.14349775,13
1603,-38.88915933,-69.14719034,4
924,-37.45646256,-68.54243409,4
1126,-37.35709274,-69.06672245,0
1412,-38.886012,-69.1646415,13
1480,-38.87883175,-69.17361013,13
1773,-38.87973926,-69.17159815,13
1031,-38.89177188,-69.17170883,13
1590,-38.88334354,-69.15982985,13
1627,-38.87893324,-69.17995119,13
2002,-38.88425192,-69.14703082,13
1806,-38.87563495,-69.17287782,13
2007,-38.88791049,-69.13593812,13
1050,-38.89903321,-69.18924219,13
1100,-38.90786555,-69.21645737,13
603,-37.22786702,-69.15680359,24
654,-37.22200495,-69.0988362,0
1100,-37.20930527,-69.10888219,20
700,-37.23177763,-69.10899101,9
999999,-37.55774964,-68.38094826,24
1356,-37.27426306,-69.20450277,0
3004,-38.08904861,-68.26996693,22
2808.5,-38.38190063,-68.99536756,16
3382,-38.78022904,-69.35516948,7
645,-38.77919352,-69.0760325,7
3061,-38.76654034,-69.10855737,7
726,-38.79615205,-69.06961404,7
1583,-38.81284363,-69.37943047,7
2335,-38.83900559,-69.36650214,7
2100,-38.85051155,-69.31112836,7
1232,-38.89774742,-69.39785905,7
1137,-38.89490372,-69.34797913,16
1137,-38.91901404,-69.4054575,16
1335,-38.90134613,-69.39789438,7
1164,-38.89527349,-69.37850949,7
1154,-38.90045884,-69.37801851,16
1331,-38.89598754,-69.36381307,7
1091,-38.90394421,-69.34941109,16
1237,-38.89259683,-69.32999465,7
1410,-38.89227872,-69.27786116,7
1640,-38.87493486,-69.29356543,7
1112,-38.93890105,-69.48253314,7
1020,-38.98252073,-69.49497215,7
2072,-38.92210165,-69.77781738,7
1240,-39.08332206,-68.80439062,10
1347,-38.84467361,-69.00328774,7
1282,-38.811031,-69.03330941,7
1262,-39.11670341,-68.97766473,7
1607,-39.14174819,-69.21990751,7
1600,-38.89365393,-68.77373984,7
1358,-38.89882306,-68.80096574,7
1527,-38.91058828,-68.85527842,7
1556,-38.9102554,-68.86723654,7
1628,-38.92128669,-68.90924015,7
1554,-38.92179655,-68.9367498,7
1597,-38.9481792,-68.82082713,7
1360,-38.94796785,-68.818422,7
1540,-38.95163445,-68.90402445,7
2163,-38.95009963,-68.88810536,7
999999,-38.9501266,-68.88822815,7
1701,-38.94091305,-68.84567838,7
1143,-38.86991532,-68.96365529,7
1451,-38.99536967,-69.81937082,7
1560,-38.99501872,-69.80758009,7
1528,-38.99458672,-69.759935,7
1471,-38.98304451,-69.7374201,7
1557,-39.24131376,-69.5890826,18
1331,-39.16059997,-69.49842959,7
1473,-39.18140062,-69.52827618,13
1450,-39.16838334,-68.83103103,13
1418,-39.15704965,-68.75274904,7
1500,-39.16654877,-68.85495771,7
1241,-39.06094116,-68.86514404,7
1274,-39.09063301,-68.77999687,10
1247,-39.06280628,-68.80443786,10
1416,-39.07210064,-68.79809078,7
1777,-38.84139304,-69.15123351,13
2002,-38.84964733,-69.12798925,7
1861,-38.83436486,-69.17299146,7
1779,-38.84159384,-69.17346848,7
1610,-38.85622055,-69.08611477,13
1085,-38.86452499,-69.0478437,13
1192,-38.86280848,-69.04801679,7
1066,-38.86667636,-69.05019749,7
1037,-38.86772906,-69.04049248,7
1050,-38.864051,-69.04043812,7
1043,-38.8617482,-69.04212691,7
1711,-38.85065297,-69.07474349,13
1240,-38.85852795,-69.0462132,7
1281,-38.85405185,-69.02828338,7
1326,-38.84828771,-69.03493565,7
1635,-38.82713494,-69.05957977,13
1536,-38.82038626,-69.02569556,7
1366,-38.81804195,-69.02545434,7
992,-38.82007423,-69.01833982,13
999,-38.8224684,-69.02039174,7
1039,-38.82749365,-69.01618125,7
1435,-38.81437118,-69.06893468,7
1157,-39.33959922,-69.23372023,15
1128,-39.33290619,-69.17186052,15
1550,-39.3517415,-69.45471884,15
1509,-39.35021609,-69.37888316,15
1440,-39.36657879,-69.38132498,15
1112,-39.33625142,-69.29044092,15
1100,-39.2792319,-69.04874205,15
1100,-39.26363495,-69.05495996,24
2238,-38.98857625,-69.20969552,7
747,-39.0135644,-69.28605017,7
1102,-39.13773474,-69.26225154,7
1705,-39.19012619,-69.23755127,7
1777,-39.19277089,-69.27968855,16
1156,-39.18416515,-68.97705053,13
1100,-39.19250675,-68.96869953,7
879,-39.18283892,-68.94960939,13
1250,-39.16101736,-68.96636747,7
1302,-39.16412317,-68.96641171,7
1051,-39.16502198,-68.96639986,7
1281,-39.15827321,-69.00463278,7
1637,-39.1590625,-69.02643979,7
938,-39.07582512,-69.21151021,7
931,-38.92613437,-69.33056299,7
1131,-38.93010558,-69.31602816,16
805,-38.90613216,-69.2817531,7
754,-38.90966807,-69.28766278,16
860,-38.91046569,-69.29101849,7
787,-38.90844153,-69.28635066,7
751.5,-38.9090441,-69.28428116,16
797,-38.90841298,-69.28094403,16
914,-38.90172998,-69.26881132,7
792,-38.90093477,-69.26549882,16
831.5,-38.90013535,-69.26401365,7
771,-38.90033577,-69.26210085,16
788,-38.90010793,-69.25984927,16
893,-38.89834546,-69.25875279,7
752,-38.89931776,-69.25691339,16
776,-38.89847517,-69.25550661,16
762,-38.89882219,-69.25374336,16
771,-38.89724051,-69.25402788,16
769.7,-38.89651707,-69.25134336,16
775,-38.89547847,-69.2498576,16
768,-38.89583805,-69.24791408,16
766,-38.89551065,-69.24625047,16
767,-38.89723289,-69.24613879,16
755,-38.89793683,-69.24360038,16
761,-38.89607159,-69.24469187,16
822,-38.89649393,-69.24198785,7
796.9,-38.89896566,-69.24393327,7
423,-38.89849745,-68.9818552,7
232,-38.89608791,-68.97237581,7
1100,-38.90599717,-69.01894543,7
1400,-38.93464967,-68.98778693,7
1034,-38.9284529,-69.00525462,7
931,-38.91255909,-69.05487329,7
1784,-38.9192746,-69.04438635,7
735,-38.92667456,-69.04636056,7
511,-38.96172916,-69.10607801,7
1417,-38.96355263,-69.11331765,7
1630,-38.86753643,-69.12240968,13
1672,-38.88268736,-69.13741696,7
1500,-38.87419445,-69.1146881,7
1502,-38.89120069,-69.11507979,13
1228,-38.89358361,-69.01546037,7
2364.3,-38.8375173,-69.79713105,23
3891,-38.94851919,-69.91892859,7
2903,-38.80360587,-68.49534156,22
2821,-38.82531995,-68.43199968,23
2686,-38.85887448,-68.36049366,22
2832,-38.83096145,-68.32403643,22
2662,-38.70231879,-69.8082794,7
1300,-39.20774121,-69.11539531,16
1207,-39.21918528,-69.09030481,7
1255,-38.91189585,-69.0062084,7
2210,-38.84095461,-69.34009901,16
1705,-38.86337995,-69.29652,13
1971,-38.86592998,-69.30026997,13
2265,-38.84722002,-69.33221001,16
1734,-38.84237224,-69.12814811,13
1730,-38.84622102,-69.09313706,13
1846,-38.82973858,-69.08957905,13
1798,-38.82350806,-69.09408998,7
1971,-38.8205314,-69.09364592,13
1012,-39.00303267,-69.56063325,7
1605,-38.858135,-69.05796622,7
2392,-38.87939227,-68.43163319,22
2299,-38.90315865,-68.42745264,22
1545,-38.95440893,-68.45230958,10
1315,-38.94009475,-68.36036451,22
1134,-38.93983265,-68.35366406,22
1974,-38.9558743,-68.26565683,24
1909,-38.93844863,-68.3179554,22
2300,-37.78137151,-70.06783604,24
3450,-37.37144168,-69.64771556,0
3440,-37.44402807,-69.72885377,0
1920,-37.38229792,-69.42932131,9
1400,-37.39429079,-69.41815743,9
1315,-37.40763024,-69.36454048,9
1324,-37.41480209,-69.36485052,9
1343,-37.4199336,-69.31925281,9
1135,-37.38200273,-69.31063134,20
1323,-37.40394438,-69.39645072,7
999999,-39.36411068,-69.29548885,7
2411,-37.44804639,-68.87466673,14
2457,-37.45741786,-68.8989599,14
3500,-37.47645165,-69.00004876,14
2796,-37.49558486,-68.98487147,14
2964,-37.5262188,-68.98671632,14
1506,-37.56211326,-68.50784822,12
1877,-37.57924078,-68.49830182,12
3437,-38.69318726,-68.50390395,21
1750,-38.19389556,-69.10640238,14
3444,-37.91639981,-69.43210015,15
2992,-38.75740082,-68.16368875,19
3048,-38.8179939,-68.19750075,13
3234,-38.85547654,-68.11219163,13
3067,-37.83418437,-68.60174413,19
2775,-37.8183421,-68.54220618,7
2612,-37.80125628,-68.51479934,24
2105,-38.97743847,-69.16393285,16
2458,-38.97638421,-69.14388075,11
2256,-38.82594618,-68.79338276,11
2747,-38.80269652,-68.78210527,22
2058,-38.80949514,-68.78506557,22
1645,-39.06406425,-69.00593242,22
2430,-37.33755326,-69.46355315,7
3175,-38.57545472,-68.99508042,7
2150,-37.74234862,-68.38505772,17
2007,-37.90407957,-68.28107978,7
3051,-37.82260669,-68.9217023,10
2001,-37.85653271,-68.98947478,19
2201,-37.95537058,-69.01461267,14
2990,-37.97216076,-69.05646244,4
2035,-38.04520398,-69.04721744,19
3290,-38.00222714,-68.92201678,19
2983,-38.02383809,-68.85987981,19
3476,-37.98790751,-68.7817152,19
2708,-37.95862969,-68.82515223,19
3155,-37.98236858,-68.68129649,19
2007,-38.25328248,-69.18410521,14
3806,-38.48225547,-69.13960913,14
1744,-38.48741243,-69.33721181,14
999999,-37.25035537,-69.27716201,24
1000,-37.15709094,-69.30601898,20
1275,-37.2052542,-69.25251011,7
3152,-38.44820464,-68.83588924,15
999999,-39.08082163,-69.06081063,24
1248,-39.74241852,-70.06099874,18
2499,-39.63619939,-69.94216355,15
1056,-39.18144268,-68.93940799,7
2050,-37.18683051,-69.34325052,99
2772,-37.5601202,-68.83124392,23
999999,-37.67893969,-68.54043844,15
2200,-39.13018926,-68.74303366,7
1735,-37.38412985,-69.42025344,7
686,-38.97498209,-69.23622353,16
999999,-39.04670103,-69.03139973,24
1253,-39.06633908,-68.97856472,99
1511,-39.04573979,-68.96589684,99
1739,-38.82024986,-68.85871009,22
2424,-37.95071825,-68.96504055,19
3249,-37.95413997,-68.69068939,19
1150,-39.02709103,-68.91239484,99
1150,-39.02255,-68.84089917,22
2705,-37.36581347,-69.55152612,0
1550,-38.93028986,-68.4282672,20
3000,-38.92986502,-68.42461404,0
1169.5,-37.41538719,-69.7873797,15
3450,-38.95554708,-69.78727333,13
2706,-38.88297824,-68.25830589,13
2461,-38.88599287,-68.2834336,10
1729,-37.46814917,-68.65947057,4
1446,-37.50241137,-68.49580774,12
1119,-39.01628073,-68.89265906,7
2850,-37.49669249,-69.24266673,7
1617,-37.76350179,-68.25673451,7
1466,-37.23974992,-69.2879708,0
1695,-37.24731754,-69.27779679,0
2579,-37.27558217,-69.2478398,22
1357,-37.57400024,-68.38834923,19
1500,-37.57835185,-68.40017485,17
1360,-37.63711516,-68.26545396,19
1420,-37.63318592,-68.33443384,4
1686,-37.6207223,-68.42103709,19
2116,-37.68279384,-68.39154034,19
2300,-37.67473608,-68.42768214,6
2008,-37.669195,-68.3926654,19
1801,-37.68756049,-68.35128083,12
3513,-37.78615691,-68.87464877,0
2723,-37.73021442,-68.99129728,24
1132,-38.97949321,-68.32197741,7
2948,-37.80402877,-69.96104246,7
2870,-38.10703855,-68.64114615,15
3726,-38.29733507,-68.55661391,23
3124,-37.8573113,-70.10440935,24
1986,-37.33823107,-69.41037702,0
1745,-37.33157469,-69.38391561,0
1801,-37.33029474,-69.39649588,0
1860,-37.31388881,-69.43627799,0
2732,-37.4231016,-69.10670217,22
2815,-37.42279301,-69.10522213,22
3262,-37.373348,-69.15685551,0
1930,-37.44632873,-69.09252893,0
2269,-37.43075856,-69.04180683,0
2906.08,-38.55295298,-68.93646266,19
3464,-37.63046791,-69.10412038,15
3250,-37.6443294,-69.03573125,23
4732,-37.43082255,-68.81492818,16
2149,-37.45292276,-68.73756733,13
2657.5,-37.45293506,-68.77239571,22
725,-39.58544616,-69.35514898,18
1587,-39.74831858,-70.07934984,18
2500,-37.3867102,-68.98162342,0
2580,-38.10229355,-68.92746075,19
2505,-39.11945068,-69.411725,24
1300,-38.80211719,-69.01351455,13
2933,-37.65643538,-68.65366687,4
3602,-38.60809078,-69.71895467,0
3399,-38.6270101,-69.76640123,0
1877,-37.76513968,-68.31908127,7
500,-37.3166228,-69.67573073,20
3316,-37.33204649,-69.69160932,14
1850,-37.65300083,-68.68218601,14
2790,-37.22645722,-69.50528106,9
999999,-39.44238157,-69.25475711,15
3194,-38.68893583,-69.61373425,15
2820,-37.55066993,-68.82158892,23
2103,-37.52217129,-68.8329773,14
1745,-37.52899065,-68.55193636,12
2502,-37.74598343,-68.63880262,14
2979,-38.74716969,-68.34541132,21
2874,-38.72774702,-68.27262624,21
1307,-38.91167658,-69.37887069,10
1764,-39.29173311,-69.71450788,18
2710,-37.43288261,-69.22974991,15
3500,-38.19315458,-68.48351703,22
1152,-39.04504769,-69.05107816,99
2915,-38.41018852,-69.22352546,14
3200,-38.79328446,-68.31388627,22
2668,-38.87117662,-68.45425818,22
3480,-37.70729632,-68.93531067,4
1425,-39.34966417,-69.50857217,18
999999,-39.346356,-69.52113647,15
1153,-37.16918399,-69.33576852,9
2650,-37.17437642,-69.36135115,9
1921.4,-37.18963624,-69.17341655,7
1989.5,-37.17977951,-69.18528116,7
1080,-37.20893511,-69.17075724,7
2818,-37.21918712,-69.23424441,7
1581,-37.48734206,-68.53135176,4
2862,-37.75851942,-68.90956261,14
3537,-37.2927586,-69.37502044,0
1680,-37.23743981,-69.34685722,0
2127,-37.24990586,-69.22382808,0
1932,-37.26816867,-69.23604159,0
1442,-37.25608905,-69.23687281,9
1432,-37.25880087,-69.23386888,9
1520,-37.25003133,-69.25566777,9
1442,-37.24849328,-69.24455392,0
2614,-37.26453224,-69.25836181,14
2775,-37.2581615,-69.28392003,22
1850,-37.27654457,-69.29704842,0
3502,-37.3030342,-69.39124043,22
1600,-37.31285792,-69.38678197,0
3176,-37.31627949,-69.40483611,9
2332,-37.29029002,-69.23247796,0
2656,-37.30975577,-69.27682679,0
2368,-37.28101033,-69.24037156,22
1809,-37.29095857,-69.17318353,22
1350,-37.29137904,-69.16381713,0
1335,-37.2874908,-69.1924511,20
1361,-37.30432969,-69.1576509,0
1890,-37.32636532,-69.19039065,0
1345,-37.31859198,-69.31415885,0
1265,-37.31474001,-69.33158979,0
1655,-37.34282196,-69.37371582,0
1750,-37.34761766,-69.36426089,0
3150,-37.34978928,-69.37962968,22
1428,-37.35347488,-69.2997847,9
3260,-38.35627899,-68.74073919,19
3534,-38.34723994,-68.78720991,21
3291,-38.40161362,-68.83967082,13
4055.5,-38.44727754,-68.84713706,21
3152,-38.44806131,-68.83650799,13
3274,-38.45384899,-68.88327381,19
1500,-38.47317891,-68.59914819,4
2953,-38.70812861,-68.76304312,13
2760,-38.69388403,-68.80427281,13
4205,-38.70565906,-68.85737403,16
2557.3,-38.71311134,-68.84837161,13
1233,-38.74687435,-68.96887802,20
2050,-38.7457438,-68.89066071,19
1749,-38.91493501,-69.13264164,2
1900,-37.36972053,-69.06447937,0
2643,-37.37230807,-69.02607336,22
2518,-37.40851115,-69.02614163,0
1463,-37.21959445,-69.10907872,9
1230,-37.22357485,-69.09189463,9
1550,-37.40078416,-69.34337019,7
1675,-37.27682661,-69.31887434,0
2600,-37.28814986,-69.34047356,0
3079,-37.28901217,-69.34024407,0
999999,-38.83596225,-68.80015172,24
1250,-37.68687217,-68.44279515,4
1586,-37.53594222,-68.44950034,12
2393,-37.18576444,-69.2411831,7
2687,-37.33235882,-69.31714885,0
1405,-37.27415907,-69.21239352,0
2181,-37.27016646,-69.17409347,0
2199,-38.83718721,-69.3272947,7
1529,-38.87078761,-69.27132875,7
1994,-38.22711241,-69.40905976,14
1640,-37.40849013,-69.2854106,7
2905,-38.84143556,-69.1702791,13
1803,-37.40909201,-69.37903878,7
1506,-38.87444003,-69.27115005,13
3245,-38.71856495,-68.46462506,19
999999,-37.17507483,-69.66497358,9
2557,-37.21916936,-69.66016249,0
2280,-37.21907989,-69.65529317,0
3297,-38.46029491,-68.63546809,21
3530,-38.207,-68.42399999,13
2200,-39.05286614,-69.51966479,7
1047,-37.15595394,-69.29043327,7
906,-37.17863177,-69.24908886,7
2474.1,-37.17449043,-69.31127958,7
2950,-37.19182143,-69.36082131,15
2668,-38.85061679,-68.45162859,22
1686,-37.38145614,-69.40921233,7
3047,-37.38215944,-69.3783593,7
3228.4,-38.26708842,-68.28753689,21
2550,-38.32176138,-68.90265689,19
1876,-38.40040784,-69.47512703,14
1897.5,-38.33917455,-69.30189253,14
2738,-38.39967153,-68.90734215,23
2800,-38.45677526,-68.78897092,23
3135.68,-38.33950357,-68.71263083,23
2003,-38.81592321,-68.8119816,23
1207,-38.86967667,-69.0410233,16
1551,-37.20698708,-69.73553894,7
2817,-37.5270639,-69.28471656,7
1207,-37.33401394,-69.19242524,20
1214,-37.32160118,-69.11880047,0
1010,-37.3486804,-69.04165529,0
1375,-37.31841978,-69.30198527,0
960,-37.31814569,-69.18482209,20
1072,-37.35083648,-69.05632955,0
1682,-37.1664271,-69.65375652,9
650,-37.24079805,-69.14149951,20
1272,-37.25020071,-69.16040906,0
850,-37.28839527,-69.13120283,20
1110,-37.33229337,-69.15059905,0
890,-37.27120544,-69.06569325,7
1255,-37.291963,-69.2784233,0
1208,-37.35943193,-69.25298114,0
1185,-37.32159817,-69.11100086,0
1099,-37.32449671,-69.09149877,0
590,-37.27129997,-69.06569731,20
999999,-37.31843981,-69.19180382,24
678,-37.28850003,-69.09860026,20
1058,-37.34456326,-69.04162527,0
1080,-37.34719823,-69.05783255,0
1244,-37.35944377,-69.24740268,0
1599,-37.29870201,-69.12990315,0
1201,-37.3373958,-69.13829918,0
1015,-37.2724012,-69.05690022,0
1361,-37.31734952,-69.30779341,0
1200,-37.31736674,-69.21246356,0
1104,-37.35560779,-69.04935312,0
1377,-37.32396185,-69.30189097,0
1486,-37.36002129,-69.27571174,0
1072,-37.32555244,-69.05175738,0
1202,-37.30559165,-69.25797545,0
910,-37.30488163,-69.19310838,20
911,-37.31374386,-69.1825852,20
1227,-37.34972433,-69.19706909,0
927,-37.30159611,-69.18882013,20
934,-37.32125692,-69.2003554,20
886,-37.3089216,-69.19063527,20
1269,-37.35435775,-69.19439562,0
976,-37.30380926,-69.19516801,20
913,-37.30160312,-69.19297567,20
1208,-37.33146667,-69.20029747,0
1205,-37.34373903,-69.18827133,0
1759,-39.21382086,-69.41350474,15
2302,-38.05873183,-68.87332247,19
2399,-37.96804753,-68.77134365,19
2431,-37.95618918,-68.89388068,19
1803,-38.36442202,-69.13121774,14
542,-39.59767733,-69.34349847,1
1382,-37.30450815,-69.22826171,0
2530,-38.76117569,-68.82159044,24
2022,-38.3661996,-69.06269284,7
2085,-38.84083815,-69.34500644,16
2000,-38.84277317,-69.33777622,13
2188,-38.84085265,-69.33539266,7
1428,-39.19082323,-69.54443935,7
1402,-39.18779937,-69.52365801,13
1332,-38.82040617,-69.04321133,13
462,-38.83182904,-69.0331061,13
1371,-38.83985582,-69.03728959,13
1274,-39.2728077,-69.11996503,7
757,-39.10286644,-69.23396906,7
1300,-39.2136101,-69.13411496,7
1007,-39.18719022,-68.95838066,13
1513,-39.12888735,-69.08914796,7
2715,-37.37953611,-69.56728136,9
1553,-37.40790221,-69.31211431,0
1394,-37.41398747,-69.30373266,9
2866,-37.91599812,-68.59299943,21
2266,-37.8466351,-68.62187837,24
2353,-37.63110136,-68.72635276,4
2297,-37.61691101,-68.71576892,4
810,-37.45644821,-68.55311655,4
2444,-37.26759432,-69.24624883,22
1316,-37.31517278,-69.39328579,9
1445,-37.31256567,-69.35213638,0
1577,-37.32636151,-69.37047042,9
3522,-38.43447564,-68.61082239,21
3212,-38.47302363,-68.60042207,21
3476,-38.50057805,-68.64816214,13
2680,-38.71309852,-68.785713,13
760,-37.22437481,-69.14805263,20
2569,-37.95730666,-68.96643792,19
5001,-38.00375679,-68.79065502,10
2026,-37.802942,-68.2975079,19
1700,-38.82988342,-69.0773341,7
1435,-37.61472185,-68.35785292,4
1378,-37.58791386,-68.34194319,19
1344,-37.59498266,-68.31048553,4
1387,-37.4104841,-69.38035413,9
882,-37.40063053,-69.37424101,20
1305,-37.40353354,-69.3688217,9
1400,-37.42820381,-69.32562058,9
1467,-37.43400571,-69.33862973,9
2185,-38.91484483,-68.34888119,22
2055,-38.9164573,-68.36761964,22
2248,-38.92604435,-68.32038072,22
1339,-37.42232596,-69.32764938,9
1427,-37.42454114,-69.36154452,9
2305,-38.42362821,-69.20908794,14
4000,-38.19998351,-69.28944938,14
1775,-38.21591054,-69.35201192,14
801,-37.19477196,-69.15878039,9
1944,-38.22863146,-69.24556525,14
1240.5,-38.97648302,-68.82834688,7
1310,-38.81962502,-68.93924161,10
2265,-37.46643093,-68.97543624,14
1947,-38.23743848,-69.35997118,14
1210,-38.87036662,-69.03022254,16
644,-38.98196256,-69.25820541,11
602,-39.08806569,-69.29005015,7
390,-38.95493001,-69.25195425,10
571,-38.99334071,-69.26575873,7
1055,-38.91309272,-69.3348695,7
1131,-39.14722847,-69.48990529,7
457,-39.1556695,-69.53929401,7
1328,-39.90978494,-69.98926675,15
986,-38.92559238,-69.31403669,7
992,-38.90283247,-69.27432885,7
1164,-38.89290909,-69.34144303,16
1759,-38.91754308,-68.8530888,7
1419,-37.39138092,-69.26431492,9
1230,-37.36080447,-69.25558606,9
999999,-38.91852063,-69.17213085,24
2247,-37.13247344,-69.67082495,9
1433,-37.38349277,-69.2424199,9
1398,-37.39206525,-69.26258119,9
1391.4,-37.38500261,-69.25075457,9
1368,-37.39164358,-69.27147574,9
1346,-37.39058283,-69.27844528,9
1234,-37.40341794,-69.30990011,7
1190,-37.32579474,-69.19862584,0
1508.5,-37.39944399,-69.31949084,9
1965,-38.20006648,-69.23637066,14
702,-37.38129568,-69.24475696,8
1424,-37.39109254,-69.23133027,9
